feature,importance
feature_176,0.0007323472570947455
feature_1811,0.0007315915149769866
feature_5,0.0007310123107286938
feature_405,0.000730886376189107
feature_190,0.0007287488899140536
feature_170,0.0007280443484621717
feature_1809,0.0007252998689031445
feature_194,0.0007249269307505857
feature_1773,0.0007242750800842533
feature_206,0.0007241801407376126
feature_468,0.0007208584897287684
feature_1693,0.0007205270942539619
feature_79,0.0007183704900324881
feature_48,0.0007181793563789021
feature_186,0.0007160606952548855
feature_479,0.0007153387375678868
feature_566,0.0007116469322451792
feature_154,0.0007108226453685503
feature_507,0.0007086870459955387
feature_138,0.0007072228237843609
feature_531,0.0007050247516278231
feature_1853,0.0007029762283529279
feature_421,0.0007020142219862282
feature_1852,0.0007007356570010784
feature_463,0.000699287595467306
feature_173,0.0006972329600832345
feature_189,0.0006954242729673642
feature_455,0.0006951483251143053
feature_175,0.0006924631665574712
feature_537,0.0006822640004539504
feature_155,0.0006803868711726486
feature_181,0.0006747198515726342
feature_471,0.0006741052936870923
feature_547,0.000673567131979467
feature_200,0.0006720089893293125
feature_430,0.0006641843281062258
feature_1467,0.0006630667810874629
feature_211,0.000662595336776367
feature_53,0.0006620645534018208
feature_573,0.0006620069534028661
feature_172,0.0006570834886643294
feature_552,0.0006563816260358897
feature_199,0.000653863434648049
feature_484,0.0006531685394515332
feature_106,0.0006525395797024143
feature_156,0.0006508176020142834
feature_195,0.0006493327696806228
feature_1716,0.0006490021361970809
feature_142,0.0006479334566033862
feature_164,0.0006473705473917682
feature_1840,0.0006464466844217429
feature_78,0.0006438902723936658
feature_1724,0.0006436828704733755
feature_192,0.0006434845152754045
feature_203,0.0006400365558918203
feature_171,0.0006311100803568029
feature_183,0.0006298710245184345
feature_465,0.000628045219646033
feature_163,0.0006247178039369459
feature_202,0.0006240987929943508
feature_1723,0.0006219895480436823
feature_97,0.0006211706554148285
feature_458,0.0006195899976563517
feature_535,0.0006189399880854865
feature_169,0.0006171138777912875
feature_108,0.0006168346008041303
feature_98,0.0006113101359498562
feature_77,0.00061108480239635
feature_95,0.0006079040149604
feature_81,0.0006073670331112161
feature_735,0.000606564879661449
feature_136,0.0006062507472385158
feature_678,0.0006023587692445227
feature_1318,0.0005979998374520409
feature_201,0.0005918865490523533
feature_920,0.0005905558508605206
feature_101,0.0005898199644508498
feature_61,0.0005894759140216934
feature_82,0.0005893698711590032
feature_414,0.0005868517075633228
feature_218,0.0005851328928208219
feature_55,0.0005844211153816115
feature_204,0.0005839447842674755
feature_1763,0.0005797770909357423
feature_180,0.0005791639551016535
feature_57,0.0005723153280247124
feature_182,0.0005721973280689935
feature_99,0.0005721025080670721
feature_1337,0.0005656606871928332
feature_102,0.0005634014497871588
feature_197,0.0005632186665697796
feature_121,0.0005607430277636885
feature_60,0.0005606639815736252
feature_1774,0.0005573603316521574
feature_96,0.0005561479388041566
feature_196,0.000553550850966952
feature_487,0.0005520331467545243
feature_198,0.000550737188555226
feature_94,0.0005473308869796901
feature_174,0.0005423636722340623
feature_879,0.0005414120804088155
feature_92,0.0005384779182972885
feature_1166,0.0005366891468806388
feature_49,0.0005359980454512201
feature_64,0.0005332505049474706
feature_548,0.0005318289011756855
feature_43,0.0005312605315442802
feature_59,0.000530013080940301
feature_105,0.0005284394866857501
feature_104,0.0005259507140577422
feature_205,0.0005246612733330358
feature_54,0.000524200027887227
feature_83,0.0005166206445951185
feature_56,0.0005148671347500594
feature_270,0.000510141849508884
feature_66,0.0005087868810677798
feature_90,0.0005058691193132772
feature_52,0.0005052643384813268
feature_592,0.0004990099969573116
feature_65,0.0004986491791758877
feature_70,0.0004956450720308442
feature_103,0.0004900298060718176
feature_72,0.0004863191743028342
feature_93,0.00048523916618634745
feature_491,0.0004720528409558851
feature_1410,0.00047032550613565206
feature_1077,0.00046590184465790407
feature_47,0.0004634125646909138
feature_75,0.0004609309153652256
feature_100,0.000459320156366979
feature_67,0.00045837117259448244
feature_69,0.0004532812788848
feature_836,0.0004516140962602977
feature_88,0.00045073060813941913
feature_91,0.0004477863364075259
feature_42,0.0004476863103875503
feature_71,0.0004432402792364341
feature_684,0.0004372108889334419
feature_50,0.00043289564291650956
feature_80,0.0004319340092438527
feature_62,0.0004297579528333256
feature_23,0.0004257483695786404
feature_31,0.0004236392646309439
feature_774,0.0004222805823246763
feature_1768,0.00042194876213049294
feature_1718,0.0004210543493334818
feature_68,0.00041963181733701383
feature_32,0.00041640309752486457
feature_76,0.0004148556840940108
feature_85,0.0003984008842857765
feature_86,0.0003954281610066247
feature_1799,0.0003940159618384174
feature_87,0.00039383188151790205
feature_73,0.0003924195001354713
feature_74,0.000391970673640833
feature_1843,0.0003882988238910526
feature_7,0.0003873445202799025
feature_1727,0.0003848899573970049
feature_89,0.0003816359711515928
feature_749,0.00037782361661071854
feature_301,0.0003738428293554408
feature_15,0.00037220633775550193
feature_1841,0.00036857314561359927
feature_1529,0.00036689251989454485
feature_1304,0.0003660924270813943
feature_39,0.0003610453896055202
feature_994,0.0003582323399632958
feature_84,0.0003575969342129372
feature_46,0.0003520823328168024
feature_755,0.00035066148908726146
feature_1780,0.0003493855818904202
feature_1562,0.00034904114396307434
feature_1827,0.00034897727325796274
feature_45,0.0003468420982649701
feature_1808,0.0003454360007572535
feature_58,0.00034459209854798554
feature_33,0.0003438355680960441
feature_12,0.0003395461741652289
feature_1821,0.00033636790540476176
feature_51,0.0003347384460668456
feature_1114,0.0003322791401972683
feature_792,0.0003319848324244489
feature_1730,0.00033041895227694677
feature_3,0.00032620885844562777
feature_1073,0.00032409911306831616
feature_1660,0.00032355551860012915
feature_34,0.00032026921081953347
feature_814,0.00031642603470107206
feature_1825,0.00031393437808509175
feature_37,0.0003131594686591975
feature_1498,0.00031285162205198745
feature_1138,0.00031239650852304176
feature_38,0.0003111284061962266
feature_1050,0.0003097056532707896
feature_36,0.00030790637084950273
feature_860,0.0003056685293966713
feature_1731,0.0003011278621597612
feature_1225,0.00030110223021376627
feature_18,0.0003007525405864337
feature_1525,0.0003005928482590632
feature_1370,0.00030015806086601
feature_44,0.0002978638874032294
feature_319,0.00029769224780829196
feature_1485,0.0002966823023310618
feature_1814,0.0002958908504248421
feature_1246,0.00029461599343014384
feature_1516,0.0002943517056878661
feature_41,0.0002930565317575339
feature_1013,0.0002844251854793195
feature_1855,0.0002830660978830491
feature_647,0.0002815379381766594
feature_308,0.0002795533289400068
feature_16,0.00027928209465135457
feature_1301,0.00027854659258070305
feature_40,0.00027675490700502695
feature_1669,0.00027640680355275334
feature_1797,0.00027587546421353504
feature_1287,0.0002750548454348767
feature_317,0.0002742713133975918
feature_1404,0.0002742172796742987
feature_1164,0.00027372685712121955
feature_1363,0.0002722586536154812
feature_22,0.0002722301381845877
feature_1705,0.00027150144089220567
feature_35,0.0002695598564211046
feature_1307,0.000267838132070627
feature_1578,0.00026629594469587957
feature_1829,0.0002644319433386795
feature_11,0.0002590768348298175
feature_1305,0.00025826199574003396
feature_980,0.00025710057413009065
feature_1803,0.0002568837199731998
feature_756,0.00025510020724896855
feature_27,0.00025495520048829156
feature_2,0.00025435947047043687
feature_1565,0.000253516767391129
feature_1357,0.00025231878980715855
feature_1862,0.00024965422988564744
feature_1742,0.0002491488390908273
feature_1352,0.00024888254002613147
feature_1781,0.0002463677333220107
feature_1479,0.00024596445914021813
feature_708,0.00024500562305957736
feature_1503,0.00024396845705104852
feature_17,0.00024391347199466008
feature_1495,0.00024288499977249755
feature_1208,0.00024286003406656482
feature_1834,0.00024237154193386902
feature_1035,0.0002415826619216282
feature_686,0.00023887867426938939
feature_1761,0.0002386380964090738
feature_1313,0.00023815970247844214
feature_20,0.00023773000953774322
feature_21,0.00023716120907838894
feature_942,0.00023700781615565715
feature_1792,0.00023165294712901695
feature_1819,0.0002272231559521125
feature_785,0.00022622505967828291
feature_1734,0.00022008365023981188
feature_273,0.00021803664073727496
feature_1570,0.00021688509314188932
feature_1009,0.0002162584694331495
feature_1396,0.00021359144557162824
feature_1837,0.00021325423167841684
feature_19,0.00021265460560733807
feature_28,0.00021252147665330577
feature_1371,0.00021185874319442483
feature_6,0.00021011247289373278
feature_1204,0.0002088634206046252
feature_291,0.0002086325739728293
feature_1,0.00020792700859828745
feature_1406,0.0002072529757498409
feature_313,0.00020589244313809225
feature_779,0.0002043104246665093
feature_1541,0.00020376060391380884
feature_1083,0.0002034920632681571
feature_1630,0.00020057800618588276
feature_1652,0.00019904544045500349
feature_1454,0.0001988555504072625
feature_1436,0.0001983627283858546
feature_1143,0.00019786379563548062
feature_1119,0.00019605537763097328
feature_1141,0.00019543307314303637
feature_1328,0.0001953402918642583
feature_1028,0.0001949545896661312
feature_13,0.00019426477528335117
feature_616,0.00019294299159993214
feature_1489,0.00019162294818858954
feature_1230,0.00019102956815867045
feature_1175,0.00018906486377538395
feature_1362,0.0001873629282547211
feature_272,0.00018187441321487028
feature_1569,0.00018038970379720358
feature_752,0.00018013507614527752
feature_1507,0.00017797773055342535
feature_1784,0.0001771378439041344
feature_1399,0.00017647876080632174
feature_24,0.00017551508153501496
feature_1777,0.00017392484785821465
feature_759,0.00017242004304031836
feature_660,0.00017112042500666127
feature_1260,0.00017101850335547587
feature_1547,0.00017035063358510183
feature_812,0.00016991634421147426
feature_1001,0.0001695175145856937
feature_1232,0.00016824142584252231
feature_1264,0.00016750546467553734
feature_1343,0.0001671466119904395
feature_29,0.0001670905112853098
feature_322,0.00016643512480421545
feature_1806,0.00016631628988150607
feature_1665,0.0001656094789244947
feature_796,0.00016436520389818518
feature_835,0.00016287685987655367
feature_719,0.00016215315818101603
feature_817,0.00016139968971155903
feature_1442,0.00016115146946584364
feature_25,0.00016101314075676223
feature_293,0.00015933827711425269
feature_269,0.0001585022654794777
feature_926,0.00015741365374860423
feature_672,0.000156271816718303
feature_1523,0.00015597969543890825
feature_30,0.00015466692044368522
feature_1683,0.00015353014368889854
feature_1473,0.00015319654082490797
feature_14,0.00015219303559387026
feature_896,0.00015193192874867994
feature_1055,0.00015156345069490282
feature_595,0.0001499230394656072
feature_1254,0.00014970502890342678
feature_1238,0.00014946513552417778
feature_1606,0.00014841074394041125
feature_302,0.00014821090270512798
feature_26,0.0001477839515815671
feature_1549,0.0001475494279254276
feature_1600,0.00014751695950762796
feature_1438,0.00014675638717705152
feature_772,0.00014556224530129383
feature_1226,0.00014454935344343034
feature_651,0.0001431842197261598
feature_1712,0.0001414845848263328
feature_1845,0.00014029116900763942
feature_9,0.00013976406692894886
feature_1478,0.00013699308813918087
feature_1599,0.0001363691762924272
feature_1638,0.00013631161686678345
feature_715,0.00013618045171710061
feature_983,0.0001360056171526081
feature_742,0.0001354952805283115
feature_607,0.00013499744269492326
feature_722,0.00013410982080220475
feature_1053,0.00013315075354339783
feature_587,0.00013088995180642206
feature_1191,0.00013076454012903884
feature_951,0.00013040013736541375
feature_1262,0.00012931280185220293
feature_8,0.00012875656494663185
feature_1210,0.0001261272817999784
feature_1455,0.00012516412930214447
feature_1192,0.00012347944766941894
feature_1414,0.00012170443433402113
feature_681,0.00012131351411986584
feature_1117,0.0001212656225869254
feature_978,0.00011911294410850122
feature_1335,0.00011830746407753158
feature_1193,0.00011819658492804058
feature_1560,0.00011783325910518855
feature_1320,0.00011750958219163135
feature_1422,0.00011703560259875419
feature_1161,0.00011622718044500976
feature_1274,0.00011603149642793216
feature_613,0.00011562625654806718
feature_1556,0.00011547635544026632
feature_1838,0.00011491008628522633
feature_1561,0.00011471130646827289
feature_1636,0.00011434599067414168
feature_1292,0.00011373955722122756
feature_1203,0.00011355974162180874
feature_1699,0.00011275243703378815
feature_1130,0.00011258484666874914
feature_1006,0.0001125829910987694
feature_1177,0.00011152961505696847
feature_1618,0.00011123393626860053
feature_697,0.00011091569798501106
feature_833,0.00011086282024541298
feature_1131,0.0001086426632567517
feature_736,0.00010852859942499334
feature_795,0.00010707859865218321
feature_1752,0.00010662293187019814
feature_934,0.00010656735842103752
feature_1358,0.00010578228354468522
feature_1171,0.00010576967890583456
feature_767,0.00010415418156380477
feature_1297,0.00010119717226964712
feature_847,0.00010106214146823607
feature_874,0.00010092440807251493
feature_791,9.96906194048734e-05
feature_670,9.778311029158367e-05
feature_1202,9.777580922327218e-05
feature_1257,9.685902624617609e-05
feature_1219,9.639273201586658e-05
feature_1038,9.639171526703429e-05
feature_1631,9.483500555151744e-05
feature_712,9.453384185899302e-05
feature_1065,9.424299906309771e-05
feature_649,9.419254356222826e-05
feature_868,9.371479499204606e-05
feature_1754,9.353005099487918e-05
feature_1515,9.289625545425874e-05
feature_1200,9.267605398028227e-05
feature_830,9.257316492327038e-05
feature_1623,9.107243687467764e-05
feature_771,8.97959058609887e-05
feature_1220,8.958600692788348e-05
feature_1848,8.953653347690179e-05
feature_1162,8.949985835225068e-05
feature_1242,8.892284400160974e-05
feature_1206,8.780979288050943e-05
feature_1366,8.72520274122103e-05
feature_10,8.704507349642611e-05
feature_1643,8.68055648657363e-05
feature_1326,8.546805825854895e-05
feature_867,8.50741783566038e-05
feature_727,8.407190077324452e-05
feature_1137,8.364173940054953e-05
feature_913,8.300483194481844e-05
feature_883,8.287897556829518e-05
feature_1486,8.27799582522124e-05
feature_1135,8.27009233801089e-05
feature_899,8.239938807281632e-05
feature_1393,8.201644019320355e-05
feature_1610,8.181911397195115e-05
feature_1338,8.156192182020993e-05
feature_1460,8.15410794793029e-05
feature_1244,8.059741105399401e-05
feature_1381,8.058212516881945e-05
feature_1190,8.014114178323705e-05
feature_1118,8.00163451023125e-05
feature_1390,8.00017134231964e-05
feature_1123,7.89820364564228e-05
feature_1277,7.774872843279558e-05
feature_1524,7.738146730996706e-05
feature_837,7.73792661871603e-05
feature_802,7.71646415616927e-05
feature_1205,7.694826578568053e-05
feature_945,7.693224049453919e-05
feature_1347,7.662278597901316e-05
feature_1637,7.569395990450152e-05
feature_1707,7.564548737571117e-05
feature_1111,7.561855875782791e-05
feature_1397,7.512656732940322e-05
feature_1540,7.465814953852244e-05
feature_1851,7.457151492106332e-05
feature_1142,7.397383852845834e-05
feature_710,7.393957626764413e-05
feature_988,7.377625851860863e-05
feature_1339,7.372091585388453e-05
feature_1846,7.370821055975975e-05
feature_1477,7.342362054669148e-05
feature_1445,7.243845548692221e-05
feature_1182,7.236751543259041e-05
feature_1279,7.233446807014833e-05
feature_1085,7.17219656378601e-05
feature_1521,7.160620333579744e-05
feature_1613,7.15545646886103e-05
feature_1694,7.12875364724092e-05
feature_1271,7.03955681450359e-05
feature_848,7.013825908329406e-05
feature_1379,6.954867619170749e-05
feature_1796,6.944819850441293e-05
feature_1703,6.839610992710344e-05
feature_873,6.81697869440299e-05
feature_1000,6.776563331266445e-05
feature_1842,6.719971086314232e-05
feature_1368,6.692163651719809e-05
feature_1447,6.685785294094022e-05
feature_1021,6.676239511774131e-05
feature_1389,6.60247069622394e-05
feature_866,6.534150670356036e-05
feature_935,6.532539894258786e-05
feature_894,6.517920232714815e-05
feature_1245,6.515791428801529e-05
feature_1655,6.492086217472646e-05
feature_1158,6.426879790073497e-05
feature_739,6.314916631743595e-05
feature_1518,6.287574073173128e-05
feature_721,6.21793367512326e-05
feature_1697,6.216691579463739e-05
feature_1826,6.211159753044341e-05
feature_1471,6.202977424911695e-05
feature_979,6.181139675282944e-05
feature_931,6.17270419445211e-05
feature_1736,6.131994761357044e-05
feature_619,6.02285010326304e-05
